#DUKE weather file,,,,,,
$state_name=North Carolina,,,,,,
$city_name=Charlotte,,,,,,
$lat_deg=35,,,,,,
$lat_min=13,,,,,,
$long_deg=-80,,,,,,
$long_min=56,,,,,,
$timezone_offset=-4,,,,,,
temperature,wind_speed,humidity,solar_dir,solar_diff,solar_global,
#month:day:hour:minute:second,,,,,,
01:02:12:07:00,46,6.6,29,89.9,8.38,68.4
01:02:12:12:00,46,6.5,28.67,89.07,8.43,67.91
01:02:12:17:00,46,6.4,28.33,88.25,8.48,67.43
01:02:12:22:00,46,6.3,28,87.43,8.53,66.94
01:02:12:27:00,46,6.3,27.67,86.61,8.58,66.46
01:02:12:32:00,46,6.2,27.33,85.79,8.63,65.98
01:02:12:37:00,46,6.1,27,84.97,8.68,65.5
01:02:12:42:00,46,6,26.67,84.15,8.73,65.02
01:02:12:47:00,46,5.9,26.33,83.34,8.78,64.54
01:02:12:52:00,46,5.8,26,82.52,8.83,64.07
01:02:12:57:00,46,6.4,25.5,82.47,8.81,63.87
01:02:13:02:00,46.1,7,25,82.35,8.77,63.48
01:02:13:07:00,46.1,7.5,24.5,82.14,8.71,62.77
01:02:13:12:00,46.1,8.1,24,81.93,8.65,62.07
01:02:13:17:00,46.2,8.7,23.5,81.72,8.59,61.37
01:02:13:22:00,46.2,9.3,23,81.5,8.52,60.67
01:02:13:27:00,46.2,9.8,22.5,81.29,8.46,59.96
01:02:13:32:00,46.3,10.4,22,81.08,8.4,59.26
01:02:13:37:00,46.3,11,21.5,80.87,8.34,58.56
01:02:13:42:00,46.3,11.6,21,80.66,8.27,57.85
01:02:13:47:00,46.4,12.1,20.5,80.44,8.21,57.15
01:02:13:52:00,46.4,12.7,20,80.23,8.15,56.45
01:02:13:57:00,46.5,12.6,20.17,80.02,8.09,55.75
01:02:14:02:00,46.7,12.5,20.33,79.71,8,54.86
01:02:14:07:00,46.8,12.4,20.5,79.25,7.9,53.7
01:02:14:12:00,46.9,12.3,20.67,78.79,7.79,52.54
01:02:14:17:00,47.1,12.2,20.83,78.32,7.68,51.39
01:02:14:22:00,47.2,12.1,21,77.86,7.58,50.23
01:02:14:27:00,47.3,12,21.17,77.4,7.47,49.07
01:02:14:32:00,47.5,11.9,21.33,76.94,7.36,47.91
01:02:14:37:00,47.6,11.8,21.5,76.48,7.25,46.75
01:02:14:42:00,47.7,11.7,21.67,76.02,7.15,45.59
01:02:14:47:00,47.9,11.6,21.83,75.56,7.04,44.44
01:02:14:52:00,48,11.5,22,75.1,6.93,43.28
01:02:14:57:00,47.9,11.4,22.17,74.64,6.82,42.12
01:02:15:02:00,47.8,11.3,22.33,73.98,6.7,40.84
01:02:15:07:00,47.7,11.2,22.5,73.02,6.55,39.37
01:02:15:12:00,47.6,11.1,22.67,72.06,6.4,37.9
01:02:15:17:00,47.5,11,22.83,71.1,6.24,36.43
01:02:15:22:00,47.4,10.9,23,70.14,6.09,34.97
01:02:15:27:00,47.4,10.9,23.17,69.19,5.94,33.5
01:02:15:32:00,47.3,10.8,23.33,68.23,5.79,32.03
01:02:15:37:00,47.2,10.7,23.5,67.27,5.64,30.57
01:02:15:42:00,47.1,10.6,23.67,66.31,5.48,29.1
01:02:15:47:00,47,10.5,23.83,65.35,5.33,27.63
01:02:15:52:00,46.9,10.4,24,64.39,5.18,26.16
01:02:15:57:00,46.5,10.7,24.42,63.44,5.03,24.7
01:02:16:02:00,46.1,11,24.83,61.69,4.86,23.2
01:02:16:07:00,45.7,11.3,25.25,58.75,4.69,21.68
01:02:16:12:00,45.3,11.5,25.67,55.82,4.51,20.15
01:02:16:17:00,44.9,11.8,26.08,52.89,4.33,18.62
01:02:16:22:00,44.5,12.1,26.5,49.95,4.15,17.09
01:02:16:27:00,44.1,12.4,26.92,47.02,3.97,15.56
01:02:16:32:00,43.7,12.7,27.33,44.08,3.79,14.03
01:02:16:37:00,43.3,13,27.75,41.15,3.61,12.5
01:02:16:42:00,42.9,13.2,28.17,38.22,3.43,10.97
01:02:16:47:00,42.5,13.5,28.58,35.28,3.25,9.44
01:02:16:52:00,42.1,13.8,29,32.35,3.08,7.91
01:02:16:57:00,41.7,13.5,29.33,29.14,2.92,6.36
01:02:17:02:00,41.4,13.2,29.67,26.26,2.74,5.24
01:02:17:07:00,41,12.9,30,23.81,2.52,4.77
01:02:17:12:00,40.7,12.7,30.33,21.41,2.3,4.3
01:02:17:17:00,40.3,12.4,30.67,19.04,2.08,3.83
01:02:17:22:00,40,12.1,31,16.72,1.85,3.37
01:02:17:27:00,39.6,11.8,31.33,14.45,1.62,2.91
01:02:17:32:00,39.3,11.5,31.67,12.21,1.38,2.46
01:02:17:37:00,38.9,11.2,32,10.02,1.14,2.01
01:02:17:42:00,38.6,11,32.33,7.86,0.9,1.57
01:02:17:47:00,38.2,10.7,32.67,5.75,0.65,1.13
01:02:17:52:00,37.9,10.4,33,3.68,0.41,0.69
01:02:17:57:00,37.7,10.1,33.33,1.67,0.15,0.26
01:02:18:02:00,37.6,9.8,33.67,0.45,0,0
01:02:18:07:00,37.4,9.5,34,0.41,0,0
01:02:18:12:00,37.3,9.2,34.33,0.37,0,0
01:02:18:17:00,37.1,8.9,34.67,0.33,0,0
01:02:18:22:00,36.9,8.6,35,0.29,0,0
01:02:18:27:00,36.8,8.4,35.33,0.25,0,0
01:02:18:32:00,36.6,8.1,35.67,0.21,0,0
01:02:18:37:00,36.5,7.8,36,0.17,0,0
01:02:18:42:00,36.3,7.5,36.33,0.13,0,0
01:02:18:47:00,36.2,7.2,36.67,0.1,0,0
01:02:18:52:00,36,6.9,37,0.06,0,0
01:02:18:57:00,35.8,7.9,37,0.02,0,0
01:02:19:02:00,35.7,8.8,37,0,0,0
01:02:19:07:00,35.5,9.8,37,0,0,0
01:02:19:12:00,35.3,10.7,37,0,0,0
01:02:19:17:00,35.2,11.7,37,0,0,0
01:02:19:22:00,35,12.7,37,0,0,0
01:02:19:27:00,34.8,13.6,37,0,0,0
01:02:19:32:00,34.7,14.6,37,0,0,0
01:02:19:37:00,34.5,15.5,37,0,0,0
01:02:19:42:00,34.3,16.5,37,0,0,0
01:02:19:47:00,34.2,17.4,37,0,0,0
01:02:19:52:00,34,18.4,37,0,0,0
01:02:19:57:00,33.8,18,36.83,0,0,0
01:02:20:02:00,33.7,17.6,36.67,0,0,0
01:02:20:07:00,33.5,17.2,36.5,0,0,0
01:02:20:12:00,33.3,16.9,36.33,0,0,0
01:02:20:17:00,33.2,16.5,36.17,0,0,0
01:02:20:22:00,33,16.1,36,0,0,0
01:02:20:27:00,32.8,15.7,35.83,0,0,0
01:02:20:32:00,32.7,15.3,35.67,0,0,0
01:02:20:37:00,32.5,14.9,35.5,0,0,0
01:02:20:42:00,32.3,14.6,35.33,0,0,0
01:02:20:47:00,32.2,14.2,35.17,0,0,0
01:02:20:52:00,32,13.8,35,0,0,0
01:02:20:57:00,31.8,13.9,35.42,0,0,0
01:02:21:02:00,31.7,14,35.83,0,0,0
01:02:21:07:00,31.5,14.1,36.25,0,0,0
01:02:21:12:00,31.4,14.2,36.67,0,0,0
01:02:21:17:00,31.2,14.3,37.08,0,0,0
01:02:21:22:00,31.1,14.4,37.5,0,0,0
01:02:21:27:00,30.9,14.5,37.92,0,0,0
01:02:21:32:00,30.8,14.6,38.33,0,0,0
01:02:21:37:00,30.6,14.7,38.75,0,0,0
01:02:21:42:00,30.5,14.8,39.17,0,0,0
01:02:21:47:00,30.3,14.9,39.58,0,0,0
01:02:21:52:00,30.2,15,40,0,0,0
01:02:21:57:00,30.1,14.8,40.25,0,0,0
01:02:22:02:00,30,14.6,40.5,0,0,0
01:02:22:07:00,29.9,14.4,40.75,0,0,0
01:02:22:12:00,29.8,14.2,41,0,0,0
01:02:22:17:00,29.7,14,41.25,0,0,0
01:02:22:22:00,29.5,13.8,41.5,0,0,0
01:02:22:27:00,29.4,13.7,41.75,0,0,0
01:02:22:32:00,29.3,13.5,42,0,0,0
01:02:22:37:00,29.2,13.3,42.25,0,0,0
01:02:22:42:00,29.1,13.1,42.5,0,0,0
01:02:22:47:00,29,12.9,42.75,0,0,0
01:02:22:52:00,28.9,12.7,43,0,0,0
01:02:22:57:00,28.7,12.7,43.33,0,0,0
01:02:23:02:00,28.6,12.7,43.67,0,0,0
01:02:23:07:00,28.4,12.7,44,0,0,0
01:02:23:12:00,28.3,12.7,44.33,0,0,0
01:02:23:17:00,28.1,12.7,44.67,0,0,0
01:02:23:22:00,27.9,12.7,45,0,0,0
01:02:23:27:00,27.8,12.7,45.33,0,0,0
01:02:23:32:00,27.6,12.7,45.67,0,0,0
01:02:23:37:00,27.5,12.7,46,0,0,0
01:02:23:42:00,27.3,12.7,46.33,0,0,0
01:02:23:47:00,27.2,12.7,46.67,0,0,0
01:02:23:52:00,27,12.7,47,0,0,0
01:02:23:57:00,26.9,12.3,47.17,0,0,0
01:03:00:02:00,26.8,11.9,47.33,0,0,0
01:03:00:07:00,26.8,11.5,47.5,0,0,0
01:03:00:12:00,26.7,11.2,47.67,0,0,0
01:03:00:17:00,26.6,10.8,47.83,0,0,0
01:03:00:22:00,26.5,10.4,48,0,0,0
01:03:00:27:00,26.5,10,48.17,0,0,0
01:03:00:32:00,26.4,9.6,48.33,0,0,0
01:03:00:37:00,26.3,9.2,48.5,0,0,0
01:03:00:42:00,26.2,8.9,48.67,0,0,0
01:03:00:47:00,26.2,8.5,48.83,0,0,0
01:03:00:52:00,26.1,8.1,49,0,0,0
01:03:00:57:00,26,8.1,49.75,0,0,0
01:03:01:02:00,25.9,8.1,50.5,0,0,0
01:03:01:07:00,25.8,8.1,51.25,0,0,0
01:03:01:12:00,25.7,8.1,52,0,0,0
01:03:01:17:00,25.6,8.1,52.75,0,0,0
01:03:01:22:00,25.5,8.1,53.5,0,0,0
01:03:01:27:00,25.5,8.1,54.25,0,0,0
01:03:01:32:00,25.4,8.1,55,0,0,0
01:03:01:37:00,25.3,8.1,55.75,0,0,0
01:03:01:42:00,25.2,8.1,56.5,0,0,0
01:03:01:47:00,25.1,8.1,57.25,0,0,0
01:03:01:52:00,25,8.1,58,0,0,0
01:03:01:57:00,24.9,8.2,57.92,0,0,0
01:03:02:02:00,24.8,8.3,57.83,0,0,0
01:03:02:07:00,24.8,8.4,57.75,0,0,0
01:03:02:12:00,24.7,8.5,57.67,0,0,0
01:03:02:17:00,24.6,8.6,57.58,0,0,0
01:03:02:22:00,24.5,8.7,57.5,0,0,0
01:03:02:27:00,24.5,8.7,57.42,0,0,0
01:03:02:32:00,24.4,8.8,57.33,0,0,0
01:03:02:37:00,24.3,8.9,57.25,0,0,0
01:03:02:42:00,24.2,9,57.17,0,0,0
01:03:02:47:00,24.2,9.1,57.08,0,0,0
01:03:02:52:00,24.1,9.2,57,0,0,0
01:03:02:57:00,24.1,9,57,0,0,0
01:03:03:02:00,24.1,8.8,57,0,0,0
01:03:03:07:00,24.1,8.6,57,0,0,0
01:03:03:12:00,24.1,8.4,57,0,0,0
01:03:03:17:00,24.1,8.2,57,0,0,0
01:03:03:22:00,24.1,8,57,0,0,0
01:03:03:27:00,24.1,7.9,57,0,0,0
01:03:03:32:00,24.1,7.7,57,0,0,0
01:03:03:37:00,24.1,7.5,57,0,0,0
01:03:03:42:00,24.1,7.3,57,0,0,0
01:03:03:47:00,24.1,7.1,57,0,0,0
01:03:03:52:00,24.1,6.9,57,0,0,0
01:03:03:57:00,24,6.7,57.08,0,0,0
01:03:04:02:00,23.9,6.5,57.17,0,0,0
01:03:04:07:00,23.8,6.3,57.25,0,0,0
01:03:04:12:00,23.7,6.1,57.33,0,0,0
01:03:04:17:00,23.6,5.9,57.42,0,0,0
01:03:04:22:00,23.5,5.7,57.5,0,0,0
01:03:04:27:00,23.5,5.6,57.58,0,0,0
01:03:04:32:00,23.4,5.4,57.67,0,0,0
01:03:04:37:00,23.3,5.2,57.75,0,0,0
01:03:04:42:00,23.2,5,57.83,0,0,0
01:03:04:47:00,23.1,4.8,57.92,0,0,0
01:03:04:52:00,23,4.6,58,0,0,0
01:03:04:57:00,23,4.9,57.58,0,0,0
01:03:05:02:00,23,5.2,57.17,0,0,0
01:03:05:07:00,23,5.5,56.75,0,0,0
01:03:05:12:00,23,5.8,56.33,0,0,0
01:03:05:17:00,23,6.1,55.92,0,0,0
01:03:05:22:00,23,6.4,55.5,0,0,0
01:03:05:27:00,23,6.6,55.08,0,0,0
01:03:05:32:00,23,6.9,54.67,0,0,0
01:03:05:37:00,23,7.2,54.25,0,0,0
01:03:05:42:00,23,7.5,53.83,0,0,0
01:03:05:47:00,23,7.8,53.42,0,0,0
01:03:05:52:00,23,8.1,53,0,0,0
01:03:05:57:00,22.9,8,53.17,0,0,0
01:03:06:02:00,22.8,7.9,53.33,0.75,0.05,0.1
01:03:06:07:00,22.7,7.8,53.5,2.64,0.17,0.36
01:03:06:12:00,22.6,7.7,53.67,4.53,0.29,0.62
01:03:06:17:00,22.5,7.6,53.83,6.41,0.41,0.88
01:03:06:22:00,22.4,7.5,54,8.3,0.54,1.14
01:03:06:27:00,22.4,7.4,54.17,10.18,0.66,1.4
01:03:06:32:00,22.3,7.3,54.33,12.07,0.78,1.66
01:03:06:37:00,22.2,7.2,54.5,13.96,0.9,1.92
01:03:06:42:00,22.1,7.1,54.67,15.84,1.02,2.19
01:03:06:47:00,22,7,54.83,17.73,1.15,2.45
01:03:06:52:00,21.9,6.9,55,19.61,1.27,2.71
01:03:06:57:00,22,7,55,21.32,1.4,2.95
01:03:07:02:00,22.1,7.1,55,23.61,1.57,3.64
01:03:07:07:00,22.2,7.2,55,26.78,1.8,4.99
01:03:07:12:00,22.3,7.3,55,29.89,2.04,6.33
01:03:07:17:00,22.4,7.4,55,32.95,2.27,7.66
01:03:07:22:00,22.5,7.5,55,35.94,2.51,8.97
01:03:07:27:00,22.5,7.6,55,38.88,2.76,10.28
01:03:07:32:00,22.6,7.7,55,41.76,3,11.57
01:03:07:37:00,22.7,7.8,55,44.58,3.25,12.85
01:03:07:42:00,22.8,7.9,55,47.35,3.51,14.12
01:03:07:47:00,22.9,8,55,50.06,3.77,15.37
01:03:07:52:00,23,8.1,55,52.71,4.03,16.62
01:03:07:57:00,23.3,8.1,54.17,56.33,4.23,18.01
01:03:08:02:00,23.7,8.1,53.33,59.24,4.4,19.49
01:03:08:07:00,24,8.1,52.5,61.02,4.52,21.11
01:03:08:12:00,24.3,8.1,51.67,62.82,4.64,22.74
01:03:08:17:00,24.7,8.1,50.83,64.64,4.76,24.39
01:03:08:22:00,25,8.1,50,66.49,4.88,26.05
01:03:08:27:00,25.3,8.1,49.17,68.36,4.99,27.72
01:03:08:32:00,25.7,8.1,48.33,70.25,5.1,29.4
01:03:08:37:00,26,8.1,47.5,72.16,5.21,31.1
01:03:08:42:00,26.3,8.1,46.67,74.1,5.32,32.81
01:03:08:47:00,26.7,8.1,45.83,76.06,5.42,34.54
01:03:08:52:00,27,8.1,45,78.04,5.52,36.27
01:03:08:57:00,27.2,8.6,44.58,79.38,5.67,37.87
01:03:09:02:00,27.3,9.1,44.17,80.43,5.8,39.35
01:03:09:07:00,27.5,9.5,43.75,81.04,5.91,40.68
01:03:09:12:00,27.6,10,43.33,81.65,6.03,42
01:03:09:17:00,27.8,10.5,42.92,82.26,6.14,43.33
01:03:09:22:00,28,11,42.5,82.87,6.26,44.65
01:03:09:27:00,28.1,11.4,42.08,83.48,6.37,45.98
01:03:09:32:00,28.3,11.9,41.67,84.09,6.48,47.3
01:03:09:37:00,28.4,12.4,41.25,84.7,6.6,48.63
01:03:09:42:00,28.6,12.9,40.83,85.31,6.71,49.95
01:03:09:47:00,28.7,13.3,40.42,85.92,6.82,51.28
01:03:09:52:00,28.9,13.8,40,86.53,6.94,52.6
01:03:09:57:00,29.1,13.7,39.83,85.68,7.17,53.48
01:03:10:02:00,29.2,13.6,39.67,84.7,7.39,54.16
01:03:10:07:00,29.4,13.5,39.5,83.51,7.57,54.57
01:03:10:12:00,29.6,13.4,39.33,82.32,7.76,54.96
01:03:10:17:00,29.7,13.3,39.17,81.12,7.95,55.33
01:03:10:22:00,29.9,13.2,39,79.91,8.15,55.69
01:03:10:27:00,30.1,13.2,38.83,78.69,8.34,56.04
01:03:10:32:00,30.2,13.1,38.67,77.46,8.54,56.37
01:03:10:37:00,30.4,13,38.5,76.22,8.74,56.69
01:03:10:42:00,30.6,12.9,38.33,74.97,8.95,56.99
01:03:10:47:00,30.7,12.8,38.17,73.71,9.15,57.27
01:03:10:52:00,30.9,12.7,38,72.44,9.36,57.55
01:03:10:57:00,31.1,12.4,37.67,73.43,9.37,58.61
01:03:11:02:00,31.3,12.1,37.33,74.36,9.36,59.49
01:03:11:07:00,31.5,11.8,37,75.21,9.32,60.08
01:03:11:12:00,31.6,11.5,36.67,76.06,9.29,60.68
01:03:11:17:00,31.8,11.2,36.33,76.9,9.25,61.28
01:03:11:22:00,32,10.9,36,77.76,9.21,61.88
01:03:11:27:00,32.2,10.7,35.67,78.61,9.17,62.48
01:03:11:32:00,32.4,10.4,35.33,79.46,9.13,63.09
01:03:11:37:00,32.6,10.1,35,80.32,9.09,63.7
01:03:11:42:00,32.7,9.8,34.67,81.18,9.05,64.31
01:03:11:47:00,32.9,9.5,34.33,82.04,9.01,64.92
01:03:11:52:00,33.1,9.2,34,82.9,8.97,65.54
01:03:11:57:00,33.2,9.5,33.75,83.76,8.93,66.16
01:03:12:02:00,33.3,9.8,33.5,84.57,8.87,66.58
01:03:12:07:00,33.3,10.1,33.25,85.29,8.78,66.67
01:03:12:12:00,33.4,10.4,33,86,8.7,66.76
01:03:12:17:00,33.5,10.7,32.75,86.72,8.61,66.85
01:03:12:22:00,33.6,11,32.5,87.43,8.53,66.94
01:03:12:27:00,33.6,11.2,32.25,88.14,8.44,67.03
01:03:12:32:00,33.7,11.5,32,88.85,8.36,67.11
01:03:12:37:00,33.8,11.8,31.75,89.56,8.28,67.2
01:03:12:42:00,33.9,12.1,31.5,90.27,8.19,67.28
01:03:12:47:00,33.9,12.4,31.25,90.98,8.11,67.36
01:03:12:52:00,34,12.7,31,91.69,8.02,67.44
01:03:12:57:00,34.1,12.7,31,90.87,8.08,66.95
01:03:13:02:00,34.2,12.7,31,89.98,8.11,66.26
01:03:13:07:00,34.3,12.7,31,88.99,8.12,65.25
01:03:13:12:00,34.4,12.7,31,88,8.12,64.25
01:03:13:17:00,34.5,12.7,31,87.01,8.13,63.25
01:03:13:22:00,34.6,12.7,31,86.03,8.14,62.26
01:03:13:27:00,34.6,12.7,31,85.06,8.14,61.28
01:03:13:32:00,34.7,12.7,31,84.08,8.14,60.3
01:03:13:37:00,34.8,12.7,31,83.11,8.15,59.33
01:03:13:42:00,34.9,12.7,31,82.15,8.15,58.36
01:03:13:47:00,35,12.7,31,81.19,8.15,57.4
01:03:13:52:00,35.1,12.7,31,80.23,8.15,56.45
01:03:13:57:00,35,13.3,30.92,80.02,8.09,55.75
01:03:14:02:00,34.9,13.9,30.83,79.71,8,54.86
01:03:14:07:00,34.8,14.4,30.75,79.25,7.9,53.7
01:03:14:12:00,34.7,15,30.67,78.79,7.79,52.54
01:03:14:17:00,34.6,15.6,30.58,78.32,7.68,51.39
01:03:14:22:00,34.5,16.2,30.5,77.86,7.58,50.23
01:03:14:27:00,34.5,16.7,30.42,77.4,7.47,49.07
01:03:14:32:00,34.4,17.3,30.33,76.94,7.36,47.91
01:03:14:37:00,34.3,17.9,30.25,76.48,7.25,46.75
01:03:14:42:00,34.2,18.5,30.17,76.02,7.15,45.59
01:03:14:47:00,34.1,19,30.08,75.56,7.04,44.44
01:03:14:52:00,34,19.6,30,75.1,6.93,43.28
01:03:14:57:00,34,18.8,29.83,74.64,6.82,42.12
01:03:15:02:00,34,18.1,29.67,73.98,6.7,40.84
01:03:15:07:00,33.9,17.3,29.5,73.02,6.55,39.37
01:03:15:12:00,33.9,16.5,29.33,72.06,6.4,37.9
01:03:15:17:00,33.9,15.8,29.17,71.1,6.24,36.43
01:03:15:22:00,33.9,15,29,70.14,6.09,34.97
01:03:15:27:00,33.9,14.2,28.83,69.19,5.94,33.5
01:03:15:32:00,33.9,13.5,28.67,68.23,5.79,32.03
01:03:15:37:00,33.8,12.7,28.5,67.27,5.64,30.57
01:03:15:42:00,33.8,11.9,28.33,66.31,5.48,29.1
01:03:15:47:00,33.8,11.2,28.17,65.35,5.33,27.63
01:03:15:52:00,33.8,10.4,28,64.39,5.18,26.16
01:03:15:57:00,33.6,10.4,28.25,63.44,5.03,24.7
01:03:16:02:00,33.5,10.4,28.5,61.69,4.86,23.2
01:03:16:07:00,33.3,10.4,28.75,58.75,4.69,21.68
01:03:16:12:00,33.2,10.4,29,55.82,4.51,20.15
01:03:16:17:00,33,10.4,29.25,52.89,4.33,18.62
01:03:16:22:00,32.9,10.4,29.5,49.95,4.15,17.09
01:03:16:27:00,32.7,10.4,29.75,47.02,3.97,15.56
01:03:16:32:00,32.6,10.4,30,44.08,3.79,14.03
01:03:16:37:00,32.4,10.4,30.25,41.15,3.61,12.5
01:03:16:42:00,32.3,10.4,30.5,38.22,3.43,10.97
01:03:16:47:00,32.1,10.4,30.75,35.28,3.25,9.44
01:03:16:52:00,32,10.4,31,32.35,3.08,7.91
01:03:16:57:00,31.7,9.9,31.42,29.69,2.88,6.41
01:03:17:02:00,31.5,9.4,31.83,27.25,2.66,5.33
01:03:17:07:00,31.2,8.9,32.25,25.17,2.41,4.89
01:03:17:12:00,31,8.5,32.67,23.05,2.16,4.45
01:03:17:17:00,30.7,8,33.08,20.89,1.92,4
01:03:17:22:00,30.4,7.5,33.5,18.69,1.69,3.55
01:03:17:27:00,30.2,7,33.92,16.45,1.45,3.1
01:03:17:32:00,29.9,6.5,34.33,14.16,1.22,2.64
01:03:17:37:00,29.7,6,34.75,11.84,1,2.18
01:03:17:42:00,29.4,5.6,35.17,9.47,0.77,1.71
01:03:17:47:00,29.2,5.1,35.58,7.06,0.55,1.24
01:03:17:52:00,28.9,4.6,36,4.6,0.34,0.77
01:03:17:57:00,28.8,4.9,36.25,2.09,0.13,0.29
01:03:18:02:00,28.7,5.2,36.5,0.57,0,0
01:03:18:07:00,28.7,5.5,36.75,0.52,0,0
01:03:18:12:00,28.6,5.8,37,0.47,0,0
01:03:18:17:00,28.5,6.1,37.25,0.42,0,0
01:03:18:22:00,28.4,6.4,37.5,0.37,0,0
01:03:18:27:00,28.4,6.6,37.75,0.32,0,0
01:03:18:32:00,28.3,6.9,38,0.27,0,0
01:03:18:37:00,28.2,7.2,38.25,0.22,0,0
01:03:18:42:00,28.1,7.5,38.5,0.18,0,0
01:03:18:47:00,28.1,7.8,38.75,0.13,0,0
01:03:18:52:00,28,8.1,39,0.08,0,0
01:03:18:57:00,27.9,8,39.17,0.03,0,0
01:03:19:02:00,27.8,7.9,39.33,0,0,0
01:03:19:07:00,27.7,7.8,39.5,0,0,0
01:03:19:12:00,27.7,7.7,39.67,0,0,0
01:03:19:17:00,27.6,7.6,39.83,0,0,0
01:03:19:22:00,27.5,7.5,40,0,0,0
01:03:19:27:00,27.4,7.4,40.17,0,0,0
01:03:19:32:00,27.3,7.3,40.33,0,0,0
01:03:19:37:00,27.2,7.2,40.5,0,0,0
01:03:19:42:00,27.2,7.1,40.67,0,0,0
01:03:19:47:00,27.1,7,40.83,0,0,0
01:03:19:52:00,27,6.9,41,0,0,0
01:03:19:57:00,26.8,6.6,41.42,0,0,0
01:03:20:02:00,26.7,6.3,41.83,0,0,0
01:03:20:07:00,26.5,6,42.25,0,0,0
01:03:20:12:00,26.3,5.8,42.67,0,0,0
01:03:20:17:00,26.2,5.5,43.08,0,0,0
01:03:20:22:00,26,5.2,43.5,0,0,0
01:03:20:27:00,25.8,4.9,43.92,0,0,0
01:03:20:32:00,25.7,4.6,44.33,0,0,0
01:03:20:37:00,25.5,4.3,44.75,0,0,0
01:03:20:42:00,25.3,4.1,45.17,0,0,0
01:03:20:47:00,25.2,3.8,45.58,0,0,0
01:03:20:52:00,25,3.5,46,0,0,0
01:03:20:57:00,24.7,3.7,46.75,0,0,0
01:03:21:02:00,24.5,3.9,47.5,0,0,0
01:03:21:07:00,24.2,4.1,48.25,0,0,0
01:03:21:12:00,24,4.3,49,0,0,0
01:03:21:17:00,23.7,4.5,49.75,0,0,0
01:03:21:22:00,23.4,4.7,50.5,0,0,0
01:03:21:27:00,23.2,4.8,51.25,0,0,0
01:03:21:32:00,22.9,5,52,0,0,0
01:03:21:37:00,22.7,5.2,52.75,0,0,0
01:03:21:42:00,22.4,5.4,53.5,0,0,0
01:03:21:47:00,22.2,5.6,54.25,0,0,0
01:03:21:52:00,21.9,5.8,55,0,0,0
01:03:21:57:00,21.8,5.6,55.42,0,0,0
01:03:22:02:00,21.7,5.4,55.83,0,0,0
01:03:22:07:00,21.7,5.2,56.25,0,0,0
01:03:22:12:00,21.6,5,56.67,0,0,0
01:03:22:17:00,21.5,4.8,57.08,0,0,0
01:03:22:22:00,21.4,4.6,57.5,0,0,0
01:03:22:27:00,21.4,4.5,57.92,0,0,0
01:03:22:32:00,21.3,4.3,58.33,0,0,0
01:03:22:37:00,21.2,4.1,58.75,0,0,0
01:03:22:42:00,21.1,3.9,59.17,0,0,0
01:03:22:47:00,21.1,3.7,59.58,0,0,0
01:03:22:52:00,21,3.5,60,0,0,0
01:03:22:57:00,21.2,3.2,59.42,0,0,0
01:03:23:02:00,21.3,2.9,58.83,0,0,0
01:03:23:07:00,21.5,2.6,58.25,0,0,0
01:03:23:12:00,21.7,2.3,57.67,0,0,0
01:03:23:17:00,21.8,2,57.08,0,0,0
01:03:23:22:00,22,1.7,56.5,0,0,0
01:03:23:27:00,22.2,1.5,55.92,0,0,0
01:03:23:32:00,22.3,1.2,55.33,0,0,0
01:03:23:37:00,22.5,0.9,54.75,0,0,0
01:03:23:42:00,22.7,0.6,54.17,0,0,0
01:03:23:47:00,22.8,0.3,53.58,0,0,0
01:03:23:52:00,23,0,53,0,0,0
01:03:23:57:00,22.9,0.3,54.08,0,0,0
01:04:00:02:00,22.8,0.6,55.17,0,0,0
01:04:00:07:00,22.7,0.9,56.25,0,0,0
01:04:00:12:00,22.6,1.2,57.33,0,0,0
01:04:00:17:00,22.5,1.5,58.42,0,0,0
01:04:00:22:00,22.4,1.8,59.5,0,0,0
01:04:00:27:00,22.4,2,60.58,0,0,0
01:04:00:32:00,22.3,2.3,61.67,0,0,0
01:04:00:37:00,22.2,2.6,62.75,0,0,0
01:04:00:42:00,22.1,2.9,63.83,0,0,0
01:04:00:47:00,22,3.2,64.92,0,0,0
01:04:00:52:00,21.9,3.5,66,0,0,0
01:04:00:57:00,21.7,3.2,66.17,0,0,0
01:04:01:02:00,21.6,2.9,66.33,0,0,0
01:04:01:07:00,21.4,2.6,66.5,0,0,0
01:04:01:12:00,21.2,2.3,66.67,0,0,0
01:04:01:17:00,21.1,2,66.83,0,0,0
01:04:01:22:00,20.9,1.7,67,0,0,0
01:04:01:27:00,20.7,1.5,67.17,0,0,0
01:04:01:32:00,20.6,1.2,67.33,0,0,0
01:04:01:37:00,20.4,0.9,67.5,0,0,0
01:04:01:42:00,20.2,0.6,67.67,0,0,0
01:04:01:47:00,20.1,0.3,67.83,0,0,0
01:04:01:52:00,19.9,0,68,0,0,0
01:04:01:57:00,19.9,0,68.5,0,0,0
01:04:02:02:00,19.8,0,69,0,0,0
01:04:02:07:00,19.8,0,69.5,0,0,0
01:04:02:12:00,19.7,0,70,0,0,0
01:04:02:17:00,19.7,0,70.5,0,0,0
01:04:02:22:00,19.6,0,71,0,0,0
01:04:02:27:00,19.6,0,71.5,0,0,0
01:04:02:32:00,19.6,0,72,0,0,0
01:04:02:37:00,19.5,0,72.5,0,0,0
01:04:02:42:00,19.5,0,73,0,0,0
